UNIQUE_IDENTIFIER,LOCAL_DEPARTURE_AT,LOCAL_ACTUAL_DEPARTURE_AT,LOCAL_ARRIVAL_AT,LOCAL_ACTUAL_ARRIVAL_AT,GMT_DEPARTURE_AT,GMT_ACTUAL_DEPARTURE_AT,GMT_ARRIVAL_AT,GMT_ACTUAL_ARRIVAL_AT,DEPARTURE_AIRPORT_CODE,ARRIVAL_AIRPORT_CODE,AIRLINE_CODE,DELAY_MINS,ARRIVAL_STATUS,CREATED_AT,UPDATED_AT
DY-1805-20240531-AGP-OSL,2024-05-31 19:55:00.000,,2024-05-31 23:55:00.000,,2024-05-31 17:55:00.000,,2024-05-31 21:55:00.000,,AGP,OSL,DY,,OT,2024-05-02 00:35:15.000,2024-05-30 22:16:42.000
BA-8461-20240401-LCY-IBZ,2024-04-01 10:55:00.000,2024-04-01 10:59:00.000,2024-04-01 14:20:00.000,,2024-04-01 09:55:00.000,2024-04-01 09:59:00.000,2024-04-01 12:20:00.000,,LCY,IBZ,BA,,DY,2024-03-03 01:26:53.000,2024-04-01 10:41:13.000
BA-8461-20240401-LCY-IBZ,2024-04-01 10:55:00.000,2024-04-01 10:59:00.000,2024-04-01 14:20:00.000,,2024-04-01 09:55:00.000,2024-04-01 09:59:00.000,2024-04-01 12:20:00.000,,LCY,IBZ,BA,,DY,2024-03-03 01:26:53.000,2024-04-01 11:41:09.000
BA-8461-20240401-LCY-IBZ,2024-04-01 10:55:00.000,,2024-04-01 14:20:00.000,,2024-04-01 09:55:00.000,,2024-04-01 12:20:00.000,,LCY,IBZ,BA,,,2024-03-03 01:26:53.000,2024-03-03 01:26:53.000
BA-8461-20240401-LCY-IBZ,2024-04-01 10:55:00.000,2024-04-01 10:59:00.000,2024-04-01 14:20:00.000,,2024-04-01 09:55:00.000,2024-04-01 09:59:00.000,2024-04-01 12:20:00.000,,LCY,IBZ,BA,,OT,2024-03-03 01:26:53.000,2024-04-01 11:21:22.000
IB-3008-20240715-MAD-BCN,2024-07-15 08:15:00.000,2024-07-15 08:13:00.000,2024-07-15 09:30:00.000,2024-07-15 09:36:00.000,2024-07-15 06:15:00.000,2024-07-15 06:13:00.000,2024-07-15 07:30:00.000,2024-07-15 07:36:00.000,MAD,BCN,IB,6,DY,2024-06-16 00:36:28.000,2024-07-15 18:03:35.000
BA-4209-20240715-MAD-GIG,2024-07-15 12:20:00.000,2024-07-15 12:45:00.000,2024-07-15 17:55:00.000,,2024-07-15 10:20:00.000,2024-07-15 10:45:00.000,2024-07-15 20:55:00.000,,MAD,GIG,BA,,DY,2024-06-16 00:23:08.000,2024-07-16 00:41:25.000
FR-5355-20240715-IBZ-MAD,2024-07-15 23:45:00.000,,2024-07-16 01:05:00.000,,2024-07-15 21:45:00.000,,2024-07-15 23:05:00.000,,IBZ,MAD,FR,,EY,2024-06-16 00:33:06.000,2024-07-16 01:20:01.000
BA-4209-20240715-MAD-GIG,2024-07-15 12:20:00.000,,2024-07-15 17:55:00.000,,2024-07-15 10:20:00.000,,2024-07-15 20:55:00.000,,MAD,GIG,BA,,,2024-06-16 00:23:08.000,2024-06-16 00:23:08.000
BA-4209-20240715-MAD-GIG,2024-07-15 12:20:00.000,,2024-07-15 17:55:00.000,,2024-07-15 10:20:00.000,,2024-07-15 20:55:00.000,,MAD,GIG,BA,,OT,2024-06-16 00:23:08.000,2024-07-15 13:38:50.000
IB-3008-20240715-MAD-BCN,2024-07-15 08:15:00.000,,2024-07-15 09:30:00.000,,2024-07-15 06:15:00.000,,2024-07-15 07:30:00.000,,MAD,BCN,IB,,OT,2024-06-16 00:36:28.000,2024-07-15 10:58:01.000
BA-4209-20240715-MAD-GIG,2024-07-15 12:20:00.000,2024-07-15 12:45:00.000,2024-07-15 17:55:00.000,,2024-07-15 10:20:00.000,2024-07-15 10:45:00.000,2024-07-15 20:55:00.000,,MAD,GIG,BA,,DY,2024-06-16 00:23:08.000,2024-07-15 19:27:05.000
FR-5355-20240715-IBZ-MAD,2024-07-15 23:45:00.000,,2024-07-16 01:05:00.000,,2024-07-15 21:45:00.000,,2024-07-15 23:05:00.000,,IBZ,MAD,FR,,DY,2024-06-16 00:33:06.000,2024-07-16 02:05:48.000
AC-9183-20240102-BCN-FRA,2024-01-02 05:50:00.000,2024-01-02 06:03:00.000,2024-01-02 08:00:00.000,,2024-01-02 04:50:00.000,2024-01-02 05:03:00.000,2024-01-02 07:00:00.000,,BCN,FRA,AC,,DY,2023-12-04 01:19:06.000,2024-01-02 06:05:58.000
AC-9183-20240102-BCN-FRA,2024-01-02 05:50:00.000,2024-01-02 06:03:00.000,2024-01-02 08:00:00.000,,2024-01-02 04:50:00.000,2024-01-02 05:03:00.000,2024-01-02 07:00:00.000,,BCN,FRA,AC,,EY,2023-12-04 01:19:06.000,2024-01-02 06:43:01.000
KL-1921-20240111-AMS-GDN,2024-01-11 15:45:00.000,,2024-01-11 17:30:00.000,,2024-01-11 14:45:00.000,,2024-01-11 16:30:00.000,,AMS,GDN,KL,,,2023-12-13 01:42:45.000,2024-01-11 08:55:02.000
KL-1704-20240111-MAD-AMS,2024-01-11 16:50:00.000,,2024-01-11 19:35:00.000,,2024-01-11 15:50:00.000,,2024-01-11 18:35:00.000,,MAD,AMS,KL,,,2023-12-13 01:43:00.000,2024-01-11 12:29:28.000
KL-1921-20240111-AMS-GDN,2024-01-11 15:45:00.000,,2024-01-11 17:30:00.000,,2024-01-11 14:45:00.000,,2024-01-11 16:30:00.000,,AMS,GDN,KL,,,2023-12-13 01:42:45.000,2023-12-13 01:42:45.000
KL-1704-20240111-MAD-AMS,2024-01-11 16:50:00.000,,2024-01-11 19:35:00.000,,2024-01-11 15:50:00.000,,2024-01-11 18:35:00.000,,MAD,AMS,KL,,,2023-12-13 01:43:00.000,2023-12-13 01:43:00.000
CX-250-20221013-LHR-HKG,2022-10-13 18:20:00.000,2022-10-13 18:24:00.000,2022-10-14 13:45:00.000,,2022-10-13 17:20:00.000,2022-10-13 17:24:00.000,2022-10-14 05:45:00.000,,LHR,HKG,CX,,NS,2022-10-04 23:56:23.000,2022-10-13 17:55:23.000
EY-4390-20211009-LPA-MAD,2021-10-09 10:00:00.000,,2021-10-09 13:45:00.000,,2021-10-09 09:00:00.000,,2021-10-09 11:45:00.000,,LPA,MAD,EY,,EY,2021-09-30 23:47:17.000,2021-10-09 03:55:22.000
EW-9593-20211009-PMI-DUS,2021-10-09 17:50:00.000,,2021-10-09 20:15:00.000,,2021-10-09 15:50:00.000,,2021-10-09 18:15:00.000,,PMI,DUS,EW,,OT,2021-09-30 23:46:49.000,2021-10-09 03:57:04.000
EW-9593-20211009-PMI-DUS,2021-10-09 17:50:00.000,2021-10-09 17:50:00.000,2021-10-09 20:15:00.000,2021-10-09 20:15:00.000,2021-10-09 15:50:00.000,2021-10-09 15:50:00.000,2021-10-09 18:15:00.000,2021-10-09 18:15:00.000,PMI,DUS,EW,0,OT,2021-09-30 23:46:49.000,2021-10-09 19:12:00.000
LS-1204-20211120-AGP-BHX,2021-11-20 15:30:00.000,,2021-11-20 17:35:00.000,,2021-11-20 14:30:00.000,,2021-11-20 17:35:00.000,,AGP,BHX,LS,,,2021-11-12 01:41:16.000,2021-11-20 00:18:02.000
LS-1204-20211120-AGP-BHX,2021-11-20 15:30:00.000,2021-11-20 15:26:00.000,2021-11-20 17:35:00.000,,2021-11-20 14:30:00.000,2021-11-20 14:26:00.000,2021-11-20 17:35:00.000,,AGP,BHX,LS,,NS,2021-11-12 01:41:16.000,2021-11-20 17:07:54.000
AM-6902-20211221-MAD-FRA,2021-12-21 07:05:00.000,2021-12-21 07:03:00.000,2021-12-21 09:50:00.000,,2021-12-21 06:05:00.000,2021-12-21 06:03:00.000,2021-12-21 08:50:00.000,,MAD,FRA,AM,,EY,2021-12-13 00:33:45.000,2021-12-21 06:16:57.000
AM-6902-20211221-MAD-FRA,2021-12-21 07:05:00.000,2021-12-21 07:03:00.000,2021-12-21 09:50:00.000,2021-12-21 09:29:00.000,2021-12-21 06:05:00.000,2021-12-21 06:03:00.000,2021-12-21 08:50:00.000,2021-12-21 08:29:00.000,MAD,FRA,AM,-21,EY,2021-12-13 00:33:45.000,2021-12-21 08:34:54.000
IB-6824-20220714-GRU-MAD,2022-07-14 14:20:00.000,,2022-07-15 05:45:00.000,,2022-07-14 17:20:00.000,,2022-07-15 03:45:00.000,,GRU,MAD,IB,,OT,2022-07-06 00:45:02.000,2022-07-14 01:41:50.000
EY-1567-20210605-LIS-OPO,2021-06-05 18:00:00.000,,2021-06-05 18:55:00.000,,2021-06-05 17:00:00.000,,2021-06-05 17:55:00.000,,LIS,OPO,EY,,,2021-05-27 23:36:58.000,2021-05-27 23:36:58.000
U2-8610-20210605-AGP-LGW,2021-06-05 17:15:00.000,,2021-06-05 19:05:00.000,,2021-06-05 15:15:00.000,,2021-06-05 18:05:00.000,,AGP,LGW,U2,,,2021-05-27 23:50:58.000,2021-06-03 23:03:35.000
IB-3314-20211220-MAD-ARN,2021-12-20 10:05:00.000,2021-12-20 10:04:00.000,2021-12-20 14:05:00.000,2021-12-20 14:05:00.000,2021-12-20 09:05:00.000,2021-12-20 09:04:00.000,2021-12-20 13:05:00.000,2021-12-20 13:05:00.000,MAD,ARN,IB,0,OT,2021-12-12 00:48:19.000,2021-12-20 13:12:44.000
AZ-7760-20220611-FCO-LIS,2022-06-11 06:05:00.000,,2022-06-11 08:15:00.000,,2022-06-11 04:05:00.000,,2022-06-11 07:15:00.000,,FCO,LIS,AZ,,OT,2022-06-03 23:59:44.000,2022-06-11 00:11:20.000
U2-8610-20210605-AGP-LGW,2021-06-05 17:15:00.000,,2021-06-05 19:05:00.000,,2021-06-05 15:15:00.000,,2021-06-05 18:05:00.000,,AGP,LGW,U2,,,2021-05-27 23:50:58.000,2021-05-27 23:50:58.000
IB-3314-20211220-MAD-ARN,2021-12-20 10:05:00.000,2021-12-20 10:04:00.000,2021-12-20 14:05:00.000,2021-12-20 14:26:00.000,2021-12-20 09:05:00.000,2021-12-20 09:04:00.000,2021-12-20 13:05:00.000,2021-12-20 13:26:00.000,MAD,ARN,IB,21,DY,2021-12-12 00:48:19.000,2021-12-20 13:41:58.000
IB-5214-20220714-MAD-IBZ,2022-07-14 20:50:00.000,,2022-07-14 22:05:00.000,,2022-07-14 18:50:00.000,,2022-07-14 20:05:00.000,,MAD,IBZ,IB,,,2022-07-06 00:44:56.000,2022-07-06 00:44:56.000
IB-6824-20220714-GRU-MAD,2022-07-14 14:20:00.000,,2022-07-15 05:45:00.000,,2022-07-14 17:20:00.000,,2022-07-15 03:45:00.000,,GRU,MAD,IB,,,2022-07-06 00:45:02.000,2022-07-06 00:45:02.000
IB-5214-20220714-MAD-IBZ,2022-07-14 20:50:00.000,,2022-07-14 22:05:00.000,,2022-07-14 18:50:00.000,,2022-07-14 20:05:00.000,,MAD,IBZ,IB,,OT,2022-07-06 00:44:56.000,2022-07-14 20:09:17.000
KL-988-20220801-LCY-AMS,2022-08-01 10:00:00.000,,2022-08-01 12:10:00.000,,2022-08-01 09:00:00.000,,2022-08-01 10:10:00.000,,LCY,AMS,KL,,,2022-07-24 00:40:19.000,2022-08-01 07:06:40.000
KL-988-20220801-LCY-AMS,2022-08-01 10:00:00.000,,2022-08-01 12:10:00.000,,2022-08-01 09:00:00.000,,2022-08-01 10:10:00.000,,LCY,AMS,KL,,,2022-07-24 00:40:19.000,2022-08-01 07:31:52.000
KL-988-20220801-LCY-AMS,2022-08-01 10:00:00.000,2022-08-01 10:10:00.000,2022-08-01 12:10:00.000,,2022-08-01 09:00:00.000,2022-08-01 09:10:00.000,2022-08-01 10:10:00.000,,LCY,AMS,KL,,NS,2022-07-24 00:40:19.000,2022-08-01 09:10:51.000
IB-5391-20221130-VLC-PMI,2022-11-30 22:15:00.000,2022-11-30 22:18:00.000,2022-11-30 23:10:00.000,2022-11-30 23:03:00.000,2022-11-30 21:15:00.000,2022-11-30 21:18:00.000,2022-11-30 22:10:00.000,2022-11-30 22:03:00.000,VLC,PMI,IB,-7,EY,2022-11-22 01:49:52.000,2022-11-30 22:32:08.000
IB-5391-20221130-VLC-PMI,2022-11-30 22:15:00.000,,2022-11-30 23:10:00.000,,2022-11-30 21:15:00.000,,2022-11-30 22:10:00.000,,VLC,PMI,IB,,OT,2022-11-22 01:49:52.000,2022-11-30 00:11:52.000
EW-9593-20211009-PMI-DUS,2021-10-09 17:50:00.000,,2021-10-09 20:15:00.000,,2021-10-09 15:50:00.000,,2021-10-09 18:15:00.000,,PMI,DUS,EW,,OT,2021-09-30 23:46:49.000,2021-10-09 15:41:42.000
EW-9593-20211009-PMI-DUS,2021-10-09 17:50:00.000,,2021-10-09 20:15:00.000,,2021-10-09 15:50:00.000,,2021-10-09 18:15:00.000,,PMI,DUS,EW,,OT,2021-09-30 23:46:49.000,2021-10-09 16:02:21.000
AV-47-20211101-MAD-BOG,2021-11-01 23:55:00.000,2021-11-02 00:19:00.000,2021-11-02 05:05:00.000,,2021-11-01 22:55:00.000,2021-11-01 23:19:00.000,2021-11-02 10:05:00.000,,MAD,BOG,AV,,NS,2021-10-24 23:53:12.000,2021-11-02 02:57:34.000
AV-47-20211101-MAD-BOG,2021-11-01 23:55:00.000,2021-11-02 00:19:00.000,2021-11-02 05:05:00.000,,2021-11-01 22:55:00.000,2021-11-01 23:19:00.000,2021-11-02 10:05:00.000,,MAD,BOG,AV,,NS,2021-10-24 23:53:12.000,2021-11-02 03:14:27.000
AV-47-20211101-MAD-BOG,2021-11-01 23:55:00.000,2021-11-02 00:19:00.000,2021-11-02 05:05:00.000,,2021-11-01 22:55:00.000,2021-11-01 23:19:00.000,2021-11-02 10:05:00.000,,MAD,BOG,AV,,NS,2021-10-24 23:53:12.000,2021-11-02 03:30:14.000
AV-47-20211101-MAD-BOG,2021-11-01 23:55:00.000,2021-11-02 00:19:00.000,2021-11-02 05:05:00.000,,2021-11-01 22:55:00.000,2021-11-01 23:19:00.000,2021-11-02 10:05:00.000,,MAD,BOG,AV,,NS,2021-10-24 23:53:12.000,2021-11-02 03:33:14.000
AV-47-20211101-MAD-BOG,2021-11-01 23:55:00.000,2021-11-02 00:19:00.000,2021-11-02 05:05:00.000,,2021-11-01 22:55:00.000,2021-11-01 23:19:00.000,2021-11-02 10:05:00.000,,MAD,BOG,AV,,NS,2021-10-24 23:53:12.000,2021-11-02 03:36:30.000
AV-47-20211101-MAD-BOG,2021-11-01 23:55:00.000,2021-11-02 00:19:00.000,2021-11-02 05:05:00.000,,2021-11-01 22:55:00.000,2021-11-01 23:19:00.000,2021-11-02 10:05:00.000,,MAD,BOG,AV,,NS,2021-10-24 23:53:12.000,2021-11-02 03:43:18.000
AV-47-20211101-MAD-BOG,2021-11-01 23:55:00.000,2021-11-02 00:19:00.000,2021-11-02 05:05:00.000,,2021-11-01 22:55:00.000,2021-11-01 23:19:00.000,2021-11-02 10:05:00.000,,MAD,BOG,AV,,NS,2021-10-24 23:53:12.000,2021-11-02 03:39:00.000
IB-5248-20211117-LPA-SVQ,2021-11-17 15:05:00.000,,2021-11-17 18:20:00.000,,2021-11-17 15:05:00.000,,2021-11-17 17:20:00.000,,LPA,SVQ,IB,,OT,2021-11-09 02:41:29.000,2021-11-17 03:53:20.000
IB-5248-20211117-LPA-SVQ,2021-11-17 15:05:00.000,,2021-11-17 18:20:00.000,,2021-11-17 15:05:00.000,,2021-11-17 17:20:00.000,,LPA,SVQ,IB,,OT,2021-11-09 02:41:29.000,2021-11-17 04:39:29.000
IB-5248-20211117-LPA-SVQ,2021-11-17 15:05:00.000,2021-11-17 15:21:00.000,2021-11-17 18:20:00.000,,2021-11-17 15:05:00.000,2021-11-17 15:21:00.000,2021-11-17 17:20:00.000,,LPA,SVQ,IB,,DY,2021-11-09 02:41:29.000,2021-11-17 15:41:55.000
EI-8337-20230630-DUB-LHR,2023-06-30 15:20:00.000,2023-06-30 16:15:00.000,2023-06-30 16:45:00.000,,2023-06-30 14:20:00.000,2023-06-30 15:15:00.000,2023-06-30 15:45:00.000,,DUB,LHR,EI,,DY,2023-06-16 02:58:21.000,2023-06-30 15:38:23.000
EI-8337-20230630-DUB-LHR,2023-06-30 15:20:00.000,2023-06-30 16:15:00.000,2023-06-30 16:45:00.000,,2023-06-30 14:20:00.000,2023-06-30 15:15:00.000,2023-06-30 15:45:00.000,,DUB,LHR,EI,,DY,2023-06-16 02:58:21.000,2023-06-30 15:38:24.000
EI-8337-20230630-DUB-LHR,2023-06-30 15:20:00.000,,2023-06-30 16:45:00.000,,2023-06-30 14:20:00.000,,2023-06-30 15:45:00.000,,DUB,LHR,EI,,OT,2023-06-16 02:58:21.000,2023-06-29 15:19:30.000
EI-8337-20230630-DUB-LHR,2023-06-30 15:20:00.000,2023-06-30 16:15:00.000,2023-06-30 16:45:00.000,,2023-06-30 14:20:00.000,2023-06-30 15:15:00.000,2023-06-30 15:45:00.000,,DUB,LHR,EI,,DY,2023-06-16 02:58:21.000,2023-06-30 16:00:54.000
B6-2289-20231011-AMS-JFK,2023-10-11 13:35:00.000,,2023-10-11 16:20:00.000,,2023-10-11 11:35:00.000,,2023-10-11 20:20:00.000,,AMS,JFK,B6,,EY,2023-09-12 06:02:21.000,2023-10-11 13:45:16.000
B6-2289-20231011-AMS-JFK,2023-10-11 13:35:00.000,,2023-10-11 16:20:00.000,,2023-10-11 11:35:00.000,,2023-10-11 20:20:00.000,,AMS,JFK,B6,,EY,2023-09-12 06:02:21.000,2023-10-11 13:45:16.000
QR-3758-20231122-SVQ-BCN,2023-11-22 14:20:00.000,2023-11-22 14:20:00.000,2023-11-22 15:55:00.000,,2023-11-22 13:20:00.000,2023-11-22 13:20:00.000,2023-11-22 14:55:00.000,,SVQ,BCN,QR,,DY,2023-10-24 00:47:02.000,2023-11-22 14:41:27.000
KL-1084-20230629-ORK-AMS,2023-06-29 06:10:00.000,2023-06-29 06:08:00.000,2023-06-29 09:00:00.000,2023-06-29 08:45:00.000,2023-06-29 05:10:00.000,2023-06-29 05:08:00.000,2023-06-29 07:00:00.000,2023-06-29 06:45:00.000,ORK,AMS,KL,-15,EY,2023-06-15 00:52:12.000,2023-06-29 07:15:57.000
B6-2289-20231011-AMS-JFK,2023-10-11 13:35:00.000,,2023-10-11 16:20:00.000,,2023-10-11 11:35:00.000,,2023-10-11 20:20:00.000,,AMS,JFK,B6,,CX,2023-09-12 06:02:21.000,2023-10-11 14:11:20.000
BA-572-20231020-LHR-MXP,2023-10-20 09:20:00.000,,2023-10-20 12:35:00.000,,2023-10-20 08:20:00.000,,2023-10-20 10:35:00.000,,LHR,MXP,BA,,CX,2023-09-21 02:30:15.000,2023-10-19 09:45:14.000
IB-5523-20231222-CDG-BCN,2023-12-22 21:55:00.000,2023-12-22 22:04:00.000,2023-12-22 23:45:00.000,,2023-12-22 20:55:00.000,2023-12-22 21:04:00.000,2023-12-22 22:45:00.000,,CDG,BCN,IB,,NS,2023-11-23 01:33:29.000,2023-12-22 22:41:58.000
EW-6891-20231223-MUC-PMI,2023-12-23 10:55:00.000,,2023-12-23 13:05:00.000,,2023-12-23 09:55:00.000,,2023-12-23 12:05:00.000,,MUC,PMI,EW,,,2023-11-24 01:36:48.000,2023-11-24 01:36:48.000
EI-8337-20230630-DUB-LHR,2023-06-30 15:20:00.000,,2023-06-30 16:45:00.000,,2023-06-30 14:20:00.000,,2023-06-30 15:45:00.000,,DUB,LHR,EI,,EY,2023-06-16 02:58:21.000,2023-06-30 12:16:06.000
EI-8337-20230630-DUB-LHR,2023-06-30 15:20:00.000,,2023-06-30 16:45:00.000,,2023-06-30 14:20:00.000,,2023-06-30 15:45:00.000,,DUB,LHR,EI,,EY,2023-06-16 02:58:21.000,2023-06-30 12:16:07.000
KL-1084-20230629-ORK-AMS,2023-06-29 06:10:00.000,2023-06-29 06:08:00.000,2023-06-29 09:00:00.000,2023-06-29 08:45:00.000,2023-06-29 05:10:00.000,2023-06-29 05:08:00.000,2023-06-29 07:00:00.000,2023-06-29 06:45:00.000,ORK,AMS,KL,-15,EY,2023-06-15 00:52:12.000,2023-06-29 07:18:21.000
KL-1084-20230629-ORK-AMS,2023-06-29 06:10:00.000,2023-06-29 06:08:00.000,2023-06-29 09:00:00.000,2023-06-29 08:45:00.000,2023-06-29 05:10:00.000,2023-06-29 05:08:00.000,2023-06-29 07:00:00.000,2023-06-29 06:45:00.000,ORK,AMS,KL,-15,EY,2023-06-15 00:52:12.000,2023-06-29 07:22:11.000
QR-3758-20231122-SVQ-BCN,2023-11-22 14:20:00.000,,2023-11-22 15:55:00.000,,2023-11-22 13:20:00.000,,2023-11-22 14:55:00.000,,SVQ,BCN,QR,,OT,2023-10-24 00:47:02.000,2023-11-22 13:13:26.000
KL-1084-20230629-ORK-AMS,2023-06-29 06:10:00.000,2023-06-29 06:08:00.000,2023-06-29 09:00:00.000,2023-06-29 08:45:00.000,2023-06-29 05:10:00.000,2023-06-29 05:08:00.000,2023-06-29 07:00:00.000,2023-06-29 06:45:00.000,ORK,AMS,KL,-15,EY,2023-06-15 00:52:12.000,2023-06-29 07:16:52.000
KL-1084-20230629-ORK-AMS,2023-06-29 06:10:00.000,2023-06-29 06:08:00.000,2023-06-29 09:00:00.000,2023-06-29 08:45:00.000,2023-06-29 05:10:00.000,2023-06-29 05:08:00.000,2023-06-29 07:00:00.000,2023-06-29 06:45:00.000,ORK,AMS,KL,-15,EY,2023-06-15 00:52:12.000,2023-06-29 07:17:28.000
KL-1084-20230629-ORK-AMS,2023-06-29 06:10:00.000,2023-06-29 06:08:00.000,2023-06-29 09:00:00.000,2023-06-29 08:45:00.000,2023-06-29 05:10:00.000,2023-06-29 05:08:00.000,2023-06-29 07:00:00.000,2023-06-29 06:45:00.000,ORK,AMS,KL,-15,EY,2023-06-15 00:52:12.000,2023-06-29 07:18:03.000
EI-8337-20230630-DUB-LHR,2023-06-30 15:20:00.000,2023-06-30 16:15:00.000,2023-06-30 16:45:00.000,,2023-06-30 14:20:00.000,2023-06-30 15:15:00.000,2023-06-30 15:45:00.000,,DUB,LHR,EI,,DY,2023-06-16 02:58:21.000,2023-06-30 16:19:33.000
B6-2289-20231011-AMS-JFK,2023-10-11 13:35:00.000,2023-10-11 13:44:00.000,2023-10-11 16:20:00.000,,2023-10-11 11:35:00.000,2023-10-11 11:44:00.000,2023-10-11 20:20:00.000,,AMS,JFK,B6,,EY,2023-09-12 06:02:21.000,2023-10-11 11:46:13.000
B6-2289-20231011-AMS-JFK,2023-10-11 13:35:00.000,2023-10-11 13:44:00.000,2023-10-11 16:20:00.000,,2023-10-11 11:35:00.000,2023-10-11 11:44:00.000,2023-10-11 20:20:00.000,,AMS,JFK,B6,,EY,2023-09-12 06:02:21.000,2023-10-11 11:46:17.000
IB-5523-20231222-CDG-BCN,2023-12-22 21:55:00.000,,2023-12-22 23:45:00.000,,2023-12-22 20:55:00.000,,2023-12-22 22:45:00.000,,CDG,BCN,IB,,OT,2023-11-23 01:33:29.000,2023-12-22 17:56:12.000
IB-5523-20231222-CDG-BCN,2023-12-22 21:55:00.000,,2023-12-22 23:45:00.000,,2023-12-22 20:55:00.000,,2023-12-22 22:45:00.000,,CDG,BCN,IB,,DY,2023-11-23 01:33:29.000,2023-12-22 18:58:28.000
BA-8461-20240401-LCY-IBZ,2024-04-01 10:55:00.000,2024-04-01 10:59:00.000,2024-04-01 14:20:00.000,,2024-04-01 09:55:00.000,2024-04-01 09:59:00.000,2024-04-01 12:20:00.000,,LCY,IBZ,BA,,EY,2024-03-03 01:26:53.000,2024-04-01 10:01:12.000
BA-8461-20240401-LCY-IBZ,2024-04-01 10:55:00.000,2024-04-01 10:59:00.000,2024-04-01 14:20:00.000,,2024-04-01 09:55:00.000,2024-04-01 09:59:00.000,2024-04-01 12:20:00.000,,LCY,IBZ,BA,,DY,2024-03-03 01:26:53.000,2024-04-01 10:50:59.000
AY-962-20240715-CPH-HEL,2024-07-15 06:45:00.000,2024-07-15 06:40:00.000,2024-07-15 09:15:00.000,,2024-07-15 04:45:00.000,2024-07-15 04:40:00.000,2024-07-15 06:15:00.000,,CPH,HEL,AY,,NS,2024-06-16 00:21:19.000,2024-07-15 17:01:37.000
TP-752-20240715-LIS-CPH,2024-07-15 07:20:00.000,,2024-07-15 12:00:00.000,,2024-07-15 06:20:00.000,,2024-07-15 10:00:00.000,,LIS,CPH,TP,,OT,2024-06-16 00:58:48.000,2024-07-15 01:10:03.000
IB-3008-20240715-MAD-BCN,2024-07-15 08:15:00.000,,2024-07-15 09:30:00.000,,2024-07-15 06:15:00.000,,2024-07-15 07:30:00.000,,MAD,BCN,IB,,OT,2024-06-16 00:36:28.000,2024-07-15 11:36:15.000
BA-4209-20240715-MAD-GIG,2024-07-15 12:20:00.000,,2024-07-15 17:55:00.000,,2024-07-15 10:20:00.000,,2024-07-15 20:55:00.000,,MAD,GIG,BA,,OT,2024-06-16 00:23:08.000,2024-07-15 14:30:02.000
IB-3008-20240715-MAD-BCN,2024-07-15 08:15:00.000,,2024-07-15 09:30:00.000,,2024-07-15 06:15:00.000,,2024-07-15 07:30:00.000,,MAD,BCN,IB,,,2024-06-16 00:36:28.000,2024-06-16 00:36:28.000
BA-4209-20240715-MAD-GIG,2024-07-15 12:20:00.000,,2024-07-15 17:55:00.000,,2024-07-15 10:20:00.000,,2024-07-15 20:55:00.000,,MAD,GIG,BA,,OT,2024-06-16 00:23:08.000,2024-07-15 12:19:27.000
FR-5355-20240715-IBZ-MAD,2024-07-15 23:45:00.000,,2024-07-16 01:05:00.000,,2024-07-15 21:45:00.000,,2024-07-15 23:05:00.000,,IBZ,MAD,FR,,,2024-06-16 00:33:06.000,2024-07-15 13:41:14.000
AY-962-20240715-CPH-HEL,2024-07-15 06:45:00.000,,2024-07-15 09:15:00.000,,2024-07-15 04:45:00.000,,2024-07-15 06:15:00.000,,CPH,HEL,AY,,OT,2024-06-16 00:21:19.000,2024-07-15 16:27:21.000
BA-4209-20240715-MAD-GIG,2024-07-15 12:20:00.000,,2024-07-15 17:55:00.000,,2024-07-15 10:20:00.000,,2024-07-15 20:55:00.000,,MAD,GIG,BA,,EY,2024-06-16 00:23:08.000,2024-07-15 18:32:19.000
AC-9183-20240102-BCN-FRA,2024-01-02 05:50:00.000,2024-01-02 06:03:00.000,2024-01-02 08:00:00.000,,2024-01-02 04:50:00.000,2024-01-02 05:03:00.000,2024-01-02 07:00:00.000,,BCN,FRA,AC,,OT,2023-12-04 01:19:06.000,2024-01-02 05:35:26.000
KL-1921-20240111-AMS-GDN,2024-01-11 15:45:00.000,,2024-01-11 17:30:00.000,,2024-01-11 14:45:00.000,,2024-01-11 16:30:00.000,,AMS,GDN,KL,,,2023-12-13 01:42:45.000,2024-01-11 05:53:59.000
KL-1921-20240111-AMS-GDN,2024-01-11 15:45:00.000,2024-01-11 16:08:00.000,2024-01-11 17:30:00.000,,2024-01-11 14:45:00.000,2024-01-11 15:08:00.000,2024-01-11 16:30:00.000,,AMS,GDN,KL,,NS,2023-12-13 01:42:45.000,2024-01-11 15:58:28.000
KL-1704-20240111-MAD-AMS,2024-01-11 16:50:00.000,2024-01-11 16:51:00.000,2024-01-11 19:35:00.000,,2024-01-11 15:50:00.000,2024-01-11 15:51:00.000,2024-01-11 18:35:00.000,,MAD,AMS,KL,,NS,2023-12-13 01:43:00.000,2024-01-11 18:09:10.000
KL-1704-20240111-MAD-AMS,2024-01-11 16:50:00.000,2024-01-11 16:51:00.000,2024-01-11 19:35:00.000,,2024-01-11 15:50:00.000,2024-01-11 15:51:00.000,2024-01-11 18:35:00.000,,MAD,AMS,KL,,NS,2023-12-13 01:43:00.000,2024-01-11 16:07:49.000
